t x
0.081680 0.863127
0.071720 0.879817
0.061760 0.896508
0.051800 0.913198
0.041840 0.929888
0.031880 0.946578
0.021920 0.963268
0.011960 0.979958
0.002000 0.996649
nan nan
0.998000 0.546457
0.988040 0.541042
0.978080 0.535684
0.968120 0.530383
0.958160 0.525142
0.948200 0.519963
0.938240 0.514849
0.928280 0.509800
0.918320 0.504820
0.908360 0.499910
0.898400 0.495074
0.888440 0.490314
0.878480 0.485633
0.868520 0.481034
0.858560 0.476520
0.848600 0.472094
0.838640 0.467761
0.828680 0.463524
0.818720 0.459388
0.808760 0.455356
0.798800 0.451434
0.788840 0.447626
0.778880 0.443939
0.768920 0.440377
0.758960 0.436948
0.749000 0.433657
0.739040 0.430513
0.729080 0.427523
0.719120 0.424696
0.709160 0.422041
0.699200 0.419568
0.689240 0.417287
0.679280 0.415211
0.669320 0.413351
0.659360 0.411722
0.649400 0.410339
0.639440 0.409217
0.629480 0.408375
0.619520 0.407830
0.609560 0.407603
0.599600 0.407717
0.589640 0.408194
0.579680 0.409059
0.569720 0.410340
0.559760 0.412063
0.549800 0.414258
0.539840 0.416956
0.529880 0.420184
0.519920 0.423974
0.509960 0.428352
0.500000 0.433343
0.490040 0.438969
0.480080 0.445243
0.470120 0.452172
0.460160 0.459754
0.450200 0.467975
0.440240 0.476809
0.430280 0.486218
0.420320 0.496153
0.410360 0.506558
0.400400 0.517367
0.390440 0.528513
0.380480 0.539932
0.370520 0.551560
0.360560 0.563345
0.350600 0.575239
0.340640 0.587208
0.330680 0.599223
0.320720 0.611267
0.310760 0.623326
0.300800 0.635393
0.290840 0.647463
0.280880 0.659535
0.270920 0.671608
0.260960 0.683681
0.251000 0.695754
0.241040 0.707826
0.231080 0.719899
0.221120 0.731972
0.211160 0.744045
0.201200 0.756118
0.191240 0.768191
0.181280 0.780264
0.171320 0.792337
0.161360 0.804410
0.151400 0.816482
0.141440 0.828555
0.131480 0.840628
0.121520 0.852701
0.111560 0.864774
0.101600 0.876847
0.091640 0.888920
0.081680 0.900993
0.071720 0.913066
0.061760 0.925138
0.051800 0.937211
0.041840 0.949284
0.031880 0.961357
0.021920 0.973430
0.011960 0.985503
0.002000 0.997576
nan nan
0.998000 0.810482
0.988040 0.802451
0.978080 0.794503
0.968120 0.786641
0.958160 0.778868
0.948200 0.771187
0.938240 0.763601
0.928280 0.756112
0.918320 0.748725
0.908360 0.741443
0.898400 0.734269
0.888440 0.727207
0.878480 0.720262
0.868520 0.713437
0.858560 0.706738
0.848600 0.700168
0.838640 0.693734
0.828680 0.687441
0.818720 0.681294
0.808760 0.675300
